element,GW,position,price,home,opponent_team,previous_points,points_last_3,points_last_5,minutes_last_3,minutes_last_5,goals_last_3,goals_last_5,assists_last_3,assists_last_5,xg_last_3,xg_last_5,xa_last_3,xa_last_5,xgi_last_3,xgi_last_5,target_points
100,22,DEF,4.2,1,12,0.0,0.0,1.0,0.0,33.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004,0.0,0.004,1.0
101,22,MID,4.8,1,12,8.0,4.0,3.4,81.33333333333333,81.0,1.0,1.0,0.0,0.0,0.14333333333333334,0.11000000000000001,0.02,0.033999999999999996,0.16333333333333333,0.144,1.0
102,22,MID,4.9,1,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
103,22,MID,4.5,1,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
104,22,DEF,4.4,1,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
105,22,DEF,4.3,1,12,4.0,3.6666666666666665,3.6,88.66666666666667,76.8,0.0,0.0,1.0,1.0,0.05333333333333334,0.032,0.20333333333333334,0.12599999999999997,0.25666666666666665,0.158,2.0
106,22,MID,5.1,1,12,1.0,3.3333333333333335,3.0,39.0,57.4,1.0,1.0,0.0,0.0,0.18333333333333335,0.128,0.049999999999999996,0.034,0.23333333333333336,0.16200000000000003,11.0
107,22,FWD,5.9,1,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
108,22,FWD,7.3,1,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
109,22,GK,3.9,1,12,0.0,0.0,0.2,0.0,10.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
110,22,FWD,6.2,1,12,6.0,6.333333333333333,4.4,84.66666666666667,86.8,2.0,2.0,1.0,1.0,1.05,0.712,0.043333333333333356,0.04200000000000001,1.0933333333333335,0.754,2.0
111,22,MID,4.4,1,12,1.0,1.3333333333333333,0.8,36.666666666666664,25.6,0.0,0.0,0.0,0.0,0.02666666666666667,0.016,0.016666666666666666,0.012000000000000005,0.043333333333333335,0.028000000000000008,1.0
112,22,DEF,4.5,1,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
113,22,MID,5.2,0,14,3.0,3.6666666666666665,2.4,60.0,40.6,1.0,1.0,0.0,0.0,0.2733333333333334,0.164,0.09999999999999999,0.066,0.37333333333333335,0.22999999999999998,0.0
114,22,MID,4.5,0,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
115,22,MID,5.0,0,14,3.0,2.0,2.2,88.33333333333333,89.0,0.0,0.0,0.0,0.0,0.03333333333333333,0.02799999999999999,0.016666666666666666,0.05,0.05000000000000001,0.078,1.0
116,22,DEF,4.0,0,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
117,22,MID,4.8,1,9,2.0,1.6666666666666667,1.4,54.0,38.8,0.0,0.0,0.0,0.0,0.02666666666666667,0.016,0.14666666666666667,0.088,0.17333333333333334,0.10400000000000001,0.0
118,22,MID,4.5,0,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
119,22,MID,4.9,0,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
120,22,DEF,4.3,0,14,1.0,0.6666666666666666,2.6,39.0,59.4,0.0,0.0,0.0,1.0,0.0,0.022,0.0033333333333333335,0.013999999999999999,0.0033333333333333335,0.036000000000000004,2.0
121,22,MID,5.4,0,14,0.0,0.3333333333333333,1.0,19.0,31.2,0.0,0.0,0.0,0.0,0.01,0.14400000000000002,0.0,0.01,0.01,0.154,3.0
122,22,DEF,5.0,0,14,9.0,3.6666666666666665,3.6,60.0,72.0,0.0,0.0,0.0,0.0,0.02,0.012,0.03333333333333333,0.062,0.05333333333333332,0.074,0.0
123,22,FWD,5.5,0,14,0.0,0.0,0.2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.036,0.0,0.024,0.0,0.06000000000000001,0.0
124,22,MID,5.0,0,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
125,22,MID,6.5,0,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
126,22,MID,4.9,0,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
127,22,MID,5.0,0,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
128,22,DEF,4.4,0,14,0.0,0.6666666666666666,0.4,51.666666666666664,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0033333333333333335,0.002,0.0033333333333333335,0.002,0.0
129,22,FWD,5.6,0,14,1.0,6.333333333333333,4.6,85.66666666666667,87.4,1.0,1.0,2.0,2.0,0.3833333333333333,0.254,0.07333333333333332,0.092,0.4566666666666667,0.346,1.0
130,22,MID,4.5,0,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
131,22,DEF,4.4,0,14,0.0,2.3333333333333335,1.6,30.0,22.6,1.0,1.0,0.0,0.0,0.049999999999999996,0.03,0.0033333333333333335,0.003999999999999999,0.05333333333333334,0.034,2.0
132,22,MID,6.5,0,14,0.0,0.0,0.2,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.014000000000000002,0.0,0.0,0.0,0.014000000000000002,0.0
133,22,MID,4.5,0,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
134,22,MID,5.0,0,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
135,22,MID,5.0,0,14,1.0,0.6666666666666666,0.8,34.666666666666664,29.8,0.0,0.0,0.0,0.0,0.08,0.048,0.02000000000000001,0.08800000000000001,0.09999999999999998,0.13599999999999998,0.0
136,22,MID,6.3,0,14,10.0,4.0,3.4,50.0,60.0,1.0,1.0,0.0,0.0,0.06,0.064,0.07333333333333333,0.09,0.13333333333333333,0.154,2.0
137,22,MID,4.4,0,14,1.0,0.6666666666666666,0.4,1.6666666666666667,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17666666666666667,0.10600000000000001,0.17666666666666667,0.10600000000000001,0.0
138,22,FWD,4.5,0,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
139,22,DEF,4.0,0,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
140,22,MID,4.4,0,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
141,22,MID,4.9,0,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
142,22,GK,4.1,0,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
143,22,FWD,5.5,0,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
144,22,DEF,4.5,0,14,7.0,3.3333333333333335,4.2,90.0,90.0,0.0,0.0,0.0,0.0,0.060000000000000005,0.036000000000000004,0.036666666666666646,0.038,0.09666666666666668,0.074,2.0
145,22,DEF,4.4,0,14,5.0,2.0,3.0,60.0,66.6,0.0,0.0,0.0,0.0,0.0,0.012,0.013333333333333334,0.016,0.013333333333333334,0.027999999999999997,2.0
146,22,GK,4.5,0,14,7.0,3.6666666666666665,4.6,90.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
147,22,DEF,4.3,0,14,6.0,2.3333333333333335,1.4,28.666666666666668,17.2,0.0,0.0,0.0,0.0,0.006666666666666667,0.004,0.006666666666666667,0.004,0.013333333333333334,0.008,1.0
148,22,FWD,5.5,0,14,1.0,0.3333333333333333,0.2,4.0,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
149,22,MID,4.7,0,14,0.0,0.0,1.8,0.0,11.0,0.0,1.0,0.0,0.0,0.0,0.038,0.0,0.006,0.0,0.044,0.0
150,22,MID,4.5,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
151,22,MID,4.5,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
152,22,GK,4.5,0,15,0.0,0.6666666666666666,3.8,30.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0
153,22,DEF,4.3,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
154,22,GK,3.9,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
155,22,GK,3.9,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
156,22,FWD,5.4,1,18,0.0,1.0,0.8,35.0,25.0,0.0,0.0,0.0,0.0,0.036666666666666674,0.022000000000000002,0.006666666666666665,0.006,0.043333333333333335,0.028000000000000004,0.0
157,22,MID,4.9,1,20,2.0,1.6666666666666667,2.0,86.66666666666667,88.0,0.0,0.0,0.0,0.0,0.04666666666666667,0.028000000000000004,0.043333333333333356,0.04,0.09000000000000001,0.068,1.0
158,22,MID,4.4,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
159,22,DEF,4.4,1,20,0.0,3.3333333333333335,3.2,30.0,36.0,1.0,1.0,0.0,0.0,0.08,0.06799999999999999,0.0033333333333333335,0.004,0.08333333333333333,0.072,1.0
160,22,DEF,4.6,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
161,22,MID,4.8,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
162,22,DEF,4.6,1,20,1.0,0.6666666666666666,2.4,90.0,90.0,0.0,0.0,0.0,1.0,0.016666666666666666,0.01,0.049999999999999996,0.038,0.06666666666666667,0.048,0.0
163,22,DEF,5.2,1,20,1.0,1.3333333333333333,1.0,90.0,72.0,0.0,0.0,0.0,0.0,0.07,0.08,0.07333333333333333,0.048,0.14333333333333334,0.12799999999999997,1.0
164,22,FWD,5.4,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
165,22,FWD,4.9,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
166,22,MID,5.5,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
167,22,DEF,4.2,1,20,0.0,0.3333333333333333,1.2,25.333333333333332,33.2,0.0,0.0,0.0,0.0,0.013333333333333334,0.008,0.016666666666666666,0.014000000000000002,0.03,0.022,0.0
168,22,MID,5.0,1,20,2.0,1.3333333333333333,1.8,90.0,90.0,0.0,0.0,0.0,0.0,0.15,0.124,0.32,0.276,0.47000000000000003,0.4,2.0
169,22,MID,5.9,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
170,22,DEF,4.0,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
171,22,DEF,4.9,1,20,0.0,0.6666666666666666,1.8,34.333333333333336,56.6,0.0,0.0,0.0,0.0,0.0,0.05000000000000001,0.03333333333333334,0.028000000000000004,0.03333333333333333,0.078,1.0
172,22,DEF,4.8,1,20,7.0,2.3333333333333335,1.4,11.333333333333334,6.8,1.0,1.0,0.0,0.0,0.02,0.012,0.03333333333333333,0.02,0.05333333333333334,0.032,1.0
173,22,MID,4.4,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
174,22,MID,4.5,1,20,0.0,0.0,0.0,18.333333333333332,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0033333333333333344,0.002000000000000001,0.0033333333333333335,0.002,0.0
175,22,FWD,6.3,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
176,22,DEF,4.5,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
177,22,MID,6.1,1,20,2.0,1.6666666666666667,1.2,53.333333333333336,34.8,0.0,0.0,0.0,0.0,0.11333333333333333,0.06799999999999999,0.12999999999999998,0.078,0.24333333333333332,0.146,9.0
178,22,FWD,4.7,1,20,0.0,0.3333333333333333,0.2,3.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
179,22,MID,6.2,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
180,22,FWD,8.0,1,20,4.0,2.3333333333333335,2.2,68.33333333333333,70.4,0.0,0.0,1.0,1.0,0.5266666666666667,0.38000000000000006,0.11666666666666665,0.1,0.6433333333333332,0.48,5.0
181,22,MID,5.8,1,20,0.0,0.6666666666666666,0.8,21.333333333333332,19.2,0.0,0.0,0.0,0.0,0.24,0.198,0.036666666666666674,0.024,0.27666666666666667,0.22199999999999998,1.0
182,22,MID,11.4,1,20,10.0,7.333333333333333,7.0,90.0,90.0,2.0,3.0,0.0,0.0,0.3633333333333333,0.2900000000000001,0.48000000000000004,0.394,0.8433333333333333,0.6839999999999999,2.0
183,22,GK,4.4,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
184,22,MID,4.4,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
185,22,GK,4.8,1,20,1.0,1.3333333333333333,3.0,60.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
186,22,MID,6.7,1,2,2.0,0.6666666666666666,0.4,20.0,12.0,0.0,0.0,0.0,0.0,0.043333333333333335,0.026000000000000002,0.01,0.006,0.05333333333333334,0.032,0.0
187,22,DEF,4.2,1,20,1.0,0.6666666666666666,2.4,36.333333333333336,57.8,0.0,0.0,0.0,0.0,0.0033333333333333335,0.002,0.006666666666666668,0.007999999999999998,0.01,0.01,0.0
188,22,MID,4.4,0,16,2.0,1.6666666666666667,1.4,70.33333333333333,66.0,0.0,0.0,0.0,0.0,0.0,0.014000000000000002,0.013333333333333334,0.018,0.013333333333333334,0.032,2.0
189,22,DEF,4.4,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
190,22,MID,4.5,0,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
191,22,DEF,4.2,0,11,1.0,0.6666666666666666,0.6,90.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016666666666666666,0.012,0.016666666666666666,0.012,2.0
192,22,MID,5.2,1,9,1.0,1.0,2.4,30.666666666666668,53.0,0.0,1.0,0.0,0.0,0.01,0.06999999999999999,0.10666666666666665,0.084,0.11666666666666665,0.154,2.0
193,22,MID,4.9,0,19,3.0,2.0,1.6,47.333333333333336,40.2,0.0,0.0,0.0,0.0,0.006666666666666667,0.004,0.01,0.015999999999999997,0.016666666666666666,0.02,0.0
194,22,DEF,4.4,0,19,6.0,3.3333333333333335,2.0,90.0,72.0,0.0,0.0,0.0,0.0,0.02,0.012,0.0033333333333333335,0.004,0.02333333333333333,0.016,1.0
195,22,DEF,4.3,0,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
196,22,DEF,4.3,0,19,1.0,0.3333333333333333,0.0,3.6666666666666665,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022,0.0,0.022,0.0
197,22,MID,4.5,0,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
198,22,FWD,5.1,1,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
199,22,MID,6.7,0,19,6.0,7.0,4.6,83.0,67.2,1.0,1.0,2.0,2.0,0.31333333333333335,0.22000000000000003,0.09666666666666666,0.098,0.41,0.31799999999999995,2.0
200,22,DEF,4.5,0,19,15.0,5.666666666666667,4.6,60.0,72.0,1.0,1.0,0.0,0.0,0.06000000000000003,0.036,0.0033333333333333288,0.012,0.06333333333333337,0.04800000000000002,1.0
201,22,GK,4.5,0,19,7.0,3.6666666666666665,3.6,90.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0033333333333333335,0.002,0.0033333333333333335,0.002,1.0
202,22,DEF,4.2,0,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
203,22,MID,4.9,0,19,3.0,2.3333333333333335,2.0,48.666666666666664,53.0,0.0,0.0,1.0,1.0,0.02666666666666667,0.044000000000000004,0.10333333333333333,0.11199999999999999,0.13,0.156,2.0
204,22,GK,4.2,0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
205,22,MID,5.1,0,19,1.0,1.0,1.2,17.666666666666668,24.2,0.0,0.0,0.0,0.0,0.016666666666666666,0.014000000000000002,0.006666666666666667,0.013999999999999995,0.023333333333333334,0.028000000000000004,1.0
206,22,MID,4.8,0,19,1.0,1.6666666666666667,2.0,66.33333333333333,71.2,0.0,0.0,0.0,0.0,0.06333333333333334,0.05800000000000001,0.03333333333333333,0.044,0.09666666666666666,0.10200000000000001,2.0
207,22,FWD,7.3,0,19,8.0,6.0,4.4,86.0,83.8,2.0,2.0,0.0,0.0,0.6166666666666667,0.508,0.04666666666666666,0.033999999999999996,0.6633333333333333,0.542,2.0
208,22,MID,4.4,0,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
209,22,GK,3.9,0,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
210,22,DEF,4.8,0,19,6.0,3.3333333333333335,4.0,86.0,87.6,0.0,0.0,0.0,1.0,0.06666666666666667,0.04,0.21666666666666667,0.162,0.2833333333333333,0.20200000000000004,1.0
211,22,DEF,4.8,0,19,6.0,3.3333333333333335,3.2,90.0,72.0,0.0,0.0,0.0,0.0,0.17,0.12599999999999997,0.13,0.092,0.3,0.21799999999999997,4.0
212,22,MID,4.5,0,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
213,22,MID,4.5,0,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
214,22,MID,4.6,0,19,0.0,0.0,0.2,0.0,1.8,0.0,0.0,0.0,0.0,0.0,0.008,0.0,0.0,0.0,0.008,0.0
215,22,DEF,4.3,0,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
216,22,MID,4.7,0,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
217,22,MID,5.1,1,18,2.0,1.6666666666666667,2.0,87.33333333333333,88.4,0.0,0.0,0.0,0.0,0.09999999999999999,0.068,0.026666666666666675,0.023999999999999994,0.12666666666666668,0.092,3.0
218,22,FWD,4.9,1,18,1.0,1.0,0.6,10.333333333333334,9.6,0.0,0.0,0.0,0.0,0.013333333333333334,0.008,0.0,0.0,0.013333333333333334,0.008,2.0
219,22,DEF,4.8,1,18,2.0,1.0,2.0,90.0,90.0,0.0,0.0,0.0,0.0,0.09000000000000001,0.05600000000000001,0.03666666666666667,0.024,0.12666666666666668,0.08,8.0
220,22,FWD,5.4,1,18,2.0,1.3333333333333333,1.6,56.666666666666664,62.2,0.0,0.0,0.0,0.0,0.21333333333333337,0.166,0.013333333333333334,0.009999999999999998,0.2266666666666666,0.176,1.0
221,22,DEF,4.3,1,18,0.0,0.0,0.4,0.0,21.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
222,22,MID,4.8,1,18,1.0,1.3333333333333333,1.8,79.0,83.4,0.0,0.0,0.0,0.0,0.02333333333333333,0.017999999999999988,0.016666666666666687,0.012,0.04,0.03,3.0
223,22,MID,4.9,1,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
224,22,MID,5.2,1,18,1.0,0.6666666666666666,1.4,34.333333333333336,53.2,0.0,0.0,0.0,0.0,0.0,0.128,0.10333333333333333,0.10200000000000001,0.10333333333333333,0.23000000000000004,0.0
225,22,DEF,4.0,1,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
226,22,MID,4.3,1,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
227,22,GK,3.9,1,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
228,22,DEF,3.9,1,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
229,22,FWD,4.9,1,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
230,22,MID,5.1,1,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
231,22,DEF,4.3,1,18,2.0,1.6666666666666667,2.6,90.0,90.0,0.0,0.0,0.0,0.0,0.006666666666666667,0.004,0.09333333333333334,0.06,0.09999999999999999,0.064,6.0
232,22,FWD,5.4,1,18,2.0,2.0,3.2,90.0,88.0,0.0,1.0,0.0,0.0,0.06999999999999999,0.148,0.026666666666666672,0.034,0.09666666666666666,0.182,8.0
233,22,MID,4.8,0,1,2.0,1.0,1.4,32.333333333333336,55.4,0.0,0.0,0.0,0.0,0.016666666666666666,0.054000000000000006,0.006666666666666667,0.008,0.023333333333333334,0.06200000000000001,0.0
234,22,DEF,4.4,1,18,0.0,0.6666666666666666,0.6,22.333333333333332,13.6,0.0,0.0,0.0,0.0,0.023333333333333334,0.014000000000000002,0.06333333333333334,0.038,0.08666666666666667,0.052000000000000005,1.0
235,22,GK,5.0,1,18,1.0,2.0,4.4,90.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013333333333333334,0.008,0.013333333333333334,0.008,5.0
236,22,DEF,4.8,1,18,2.0,1.3333333333333333,2.4,90.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05333333333333335,0.032,0.05333333333333334,0.032,7.0
237,22,FWD,4.9,1,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
238,22,DEF,4.7,1,18,2.0,1.6666666666666667,2.0,79.66666666666667,62.2,0.0,0.0,0.0,0.0,0.0,0.008,0.05333333333333334,0.032,0.053333333333333344,0.04,1.0
239,22,MID,4.7,0,11,1.0,1.0,1.2,15.0,27.8,0.0,0.0,0.0,0.0,0.07000000000000008,0.057999999999999996,0.03333333333333333,0.11399999999999999,0.10333333333333335,0.17200000000000001,1.0
240,22,MID,5.0,0,11,2.0,2.3333333333333335,1.8,53.666666666666664,46.6,0.0,0.0,1.0,1.0,0.049999999999999996,0.04200000000000002,0.023333333333333334,0.022,0.07333333333333333,0.064,1.0
241,22,DEF,4.5,0,11,1.0,1.0,2.2,90.0,90.0,0.0,0.0,0.0,0.0,0.0,0.022,0.016666666666666666,0.012,0.016666666666666666,0.033999999999999996,2.0
242,22,GK,4.0,0,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
243,22,MID,4.8,0,11,1.0,1.3333333333333333,1.6,35.333333333333336,39.6,0.0,0.0,0.0,0.0,0.0033333333333333335,0.01,0.07,0.05199999999999999,0.07333333333333335,0.061999999999999986,1.0
244,22,DEF,4.2,0,11,0.0,0.6666666666666666,2.6,90.0,90.0,0.0,0.0,0.0,1.0,0.013333333333333336,0.012,0.03333333333333333,0.05,0.04666666666666667,0.062,2.0
245,22,DEF,4.4,0,11,0.0,0.6666666666666666,2.0,45.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0033333333333333335,0.002,0.0033333333333333335,0.002,0.0
246,22,MID,4.5,0,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
247,22,MID,5.9,0,11,15.0,6.333333333333333,4.8,78.66666666666667,83.2,2.0,2.0,0.0,0.0,0.1533333333333333,0.166,0.4466666666666667,0.292,0.6,0.458,2.0
248,22,GK,5.0,0,11,1.0,1.6666666666666667,3.0,90.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
249,22,MID,4.8,0,11,1.0,1.6666666666666667,2.2,86.0,72.6,0.0,0.0,0.0,1.0,0.14333333333333334,0.08600000000000001,0.02666666666666667,0.036,0.17,0.12199999999999997,2.0
250,22,DEF,4.0,0,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
251,22,FWD,5.5,0,11,1.0,1.0,2.4,18.0,26.2,0.0,1.0,0.0,0.0,0.006666666666666667,0.12599999999999997,0.0033333333333333335,0.002,0.01,0.12799999999999997,1.0
252,22,FWD,5.7,0,11,1.0,7.666666666666667,5.0,82.33333333333333,69.6,3.0,3.0,0.0,0.0,0.9233333333333333,0.62,0.02,0.016000000000000004,0.9433333333333334,0.636,2.0
